Najdan Krstajić
Radinka Pušić
Viktorija Žerajić
Slavko Trubajić
Ratislav Betulić
Stojmen Traparić
Prerad Ranisavić
Anđelka Štakić
Ozren Velenderić
Ranisav Kumrić
Ratko Tujkić
Radoslav Mićić
Agnija Florić
Aleksandra Garetić
Ruzmirka Stamenčić
Justin Milikšić
Soka Babejić
Radule Budinčić
Lepoje Simeunić
Aleksandra Mitrekanić
Zaviša Bisić
Miodrag Rekalić
Stanojla Grašić
Dalibor Kompalić
Radenka Tuvić
Joviša Zojkić
Slavenko Krunić
Milojko Dikosavić
Anica Šijačić
Njegosav Sikimić
Đurica Spakić
Milanko Miročić
Dragojla Tanikić
Stojadin Suručić
Momir Ravić
Radomirka Rikić
Roksanda Tirić
Ćirka Bosić
Prokopije Rebić
Bojana Rogulić
Nedeljko Tankosić
Živanko Dunčić
Danojlo Ludajić
Tatomir Drakulić
Gvozden Ćirić
Vojislava Dačić
Glorija Gorčić
Helena Šljapić
Agnija Kolčić
Nada Bjeličić
Peran Krkobabić
Šana Đukarić
Dragoslava Jovančić
Varvara Zrnić
Rodoljub Grozdić
Srbislav Šivčić
Krsman Jocić
Aleksandra Bajkić
Stanislav Narančić
Jasminka Krantić
Viktorija Kalabić
Pavlija Družetić
Radivoj Bajagić
Đurđina Džarlić
Zvonka Lečić
Lola Vlainić
Mateja Oparušić
Dositej Borotić
Darko Veletić
Živoslavka Drakulić
Simonida Vulpić
Vlastimir Pribić
Dragana Ponjavić
Antonina Mikarić
Zorka Derikravić
Vlastimirka Čkojić
Živan Bosiljčić
Vidosava Burtić
Milka Antonić
Hristivoje Botorić
Lepa Ignjić
Vlastimir Kocić
Radivojka Andrić
Kojadin Taricić
Ćirilo Malbašić
Bratislava Komlenić
Zorka Anđić
Jelena Dragišić
Šako Dudić
Ranđa Bondžić
Veroljub Đuretić
Dragoslava Potrebić
Cveta Babić
Darinka Markelić
Petar Radušić
Katica Trivalić
Ninoslav Mejić
Ćuba Vrekić
Budimir Jančić
Desanka Zuvić
Milentije Zaradić
Milisav Bontić
Milentije Vlajčić
Fedor Kretić
Olivera Florikić
Veljko Ugrinić
Žika Ćipranić
Sava Roljić
Magdalena Joldžić
Srbijanka Dušanić
Lepomir Jagodić
Stanika Trnić
Luka Murišić
Vladan Trifić
Veselinka Dimkić
Steva Pačarić
Buda Raljić
Gradimirka Vrinić
Jezdimir Tubonjić
Njegoslava Krasnić
Savka Karalić
Jevrem Krajšić
Dragoslava Mutibarić
Saveta Ilikić
Slavna Novačikić
Stanojla Stojnić
Vukan Galonić
Jakov Mitulikić
Marko Košarčić
Pavlija Makivić
Podgorka Mostić
Milisav Vujnić
Soja Mrakić
Trifun Durkulić
Đurđina Sekanić
Naum Paramentić
Kasija Iličić
Ruzmirka Pudarić
Ilinka Grcinić
Bogomir Kičić
Krunoslava Kalčić
Ljubivoje Banzić
Dragana Koljajić
Georgije Blečić
Slavna Giskić
Sava Glavičić
Teofan Kozarčić
Sretenka Pilindavić
Jagoš Jevrić
Milenija Nemanjić
Vukadinka Žeravić
Radojica Letić
Nebojša Budimić
Filiman Košutić
Ilija Šepić
Stokan Ćustić
Jevta Smilić
Novko Miloradić
Draginja Alinčić
Gavra Kreconić
Trajanka Ljujić
Stanoje Strahinić
Roksanda Ristelić
Milja Milojičić
Mijalko Đekić
Aca Buzdokić
Stojiljko Kruščić
Rafailo Gikić
Isidor Rašljić
Dalibor Berilažić
Krsmanija Čulić
Viktor Šmakić
Čeda Dučić
Julijana Dostić
Živkica Turunčić
Justin Balabušić
Gavra Subošić
Radoš Nenić
Vukica Drmanić
Milica Kitić
Aco Kočić
Lilijana Dlačić
Ivana Novčić
Stojna Kolavčić
Nenad Pauškić
Krstan Tanurdžić
Mitar Lavrnić
Egenija Ordagić
Pauna Mikonjić
Jelica Doknić
Stojka Tubonjić
Strajin Našpalić
Doroteja Bukazić
Jevrosima Simeunić
Zaviša Curkić
Tešman Nišić
Mirjana Lukičić
Gojko Škrbić
Njegoslav Pejić
Sanja Spirić
Josif Paraušić
Miroslav Glintić
Ćile Budimkić
Stanija Gvoić
Milun Savičić
Jevrem Curkić
Jasmina Stoičić
Stojan Cvetnić
Vladislav Dornić
Liza Vladnić
Emil Veseličić
Miroljub Stanić
Ljupče Milojkić
Gvozden Galčić
Jasmina Elčić
Teohar Tovarišić
Lidija Varajić
Viktor Štetić
Selena Čukarić
Časlavka Milovankić
Časlav Bežanić
Rodoljub Bujić
Živoslavka Velojić
Radoslava Dvorančić
Tanja Petronić
Jelka Bibić
Vera Timotić
Grigorije Kalčić
Prvoslava Dvorančić
Pelagija Štefkić
Koviljka Rasulić
Vasilije Krasić
Ljubinko Malušić
Đurđe Bubić
Ranđel Abdulić
Dragojla Čonjagić
Cvetana Brusić
Najdan Koraksić
Dragiša Simakić
Desanka Janojlić
Đurđe Gavrajić
Gradiša Marunkić
Goca Tačić
Filipa Balubdžić
Podgorka Stambolić
Jelika Gnjidić
Gabrijela Grujanić
Margareta Vorgučić
Cvetana Krasić
Dragoslava Pavelkić
Bogdanka Solujić
Uglješa Ušendić
Bogdan Zolotić
Višeslav Mihaljčić
Vukosav Radonjić
Steva Mutibarić
Rajko Bogatić
Dragomir Bunardžić
Slavna Svilkić
Krsta Mošić
Stanislav Riboškić
Svetolik Dičić
Raško Staničić
Čedomir Trbić
Đurđevka Ćurulić
Ignjat Ljubavić
Rajko Drčelić
Zorana Buljigić
Radiša Mrkajić
Uroš Bulajić
Njegoš Kokić
Lilijana Bjelinić
Nadežda Gušić
Zorana Lukšić
Mladen Plemić
Ljupka Zaharić
Borivoje Štefkić
Doris Bijelić
Nada Košprdić
Stana Vulišić
Dobrosav Mrvić
Ignjatije Grgulić
Pajka Kljakić
Teodor Kosanić
Krsmanija Caričić
Budislav Apelić
Sajka Radičić
Vladislav Matejić
Svetomir Kandić
Žika Arambašić
Javorka Zisić
Šana Šapić
Stojka Plešić
Ruzmirka Kondić
Dušica Kušljić
Njegoš Dinjičić
Dobrivoj Bastaić
Hranislav Bukelić
Danica Guskić
Liza Gnjatić
Ljiljana Jovkić
Vukadinka Lulić
Hranislav Gavrajić
Bogdan Kulezić
Dragoje Ćebić
Gradimirka Raonić
Mitar Nežić
Milan Biščić
Elena Todosić
Stanimir Pujić
Gordana Đuračić
Despot Miholjčić
Jordan Blažetić
Metodije Divnić
Ranko Jovanić
Jasmina Aljetić
Radoslav Šokčanić
Jasminka Bogičić
Pelagija Davogić
Velibor Repašić
Teofan Vilotić
Branislava Bokonjić
Mašinka Borongić
Katarina Rapaić
Antonije Stašić
Simeuna Vladnić
Srpko Krezić
Njegomir Negrić
Nebojša Čuturić
Dobrila Glumičić
Svetislav Podinić
Selena Jović
Ratimir Perišić
Stanojlo Žmirić
Viktorija Markulić
Jelica Ličanić
Ljubinka Stević
Jela Čeremidžić
Olja Jurić
Ninoslava Ljubanić
Radan Bulakić
Caka Stanarčić
Spridon Babić
Radinka Mikarić
Vidosava Balubdžić
Njegoslava Kronić
Blagica Delibašić
Stojka Levnajić
Cvijetin Lišančić
Trivun Bukelić
Živadin Dukić
Branimir Nastić
Branimir Prolić
Dobrašin Borić
Glorija Romanić
Živoslava Ugrešić
Radenko Dedić
Arsenije Romanić
Živka Nenadić
Đura Curkić
Slavica Karaleić
Sergije Jurišić
Julka Piperčić
Đokica Tunić
Sojka Jockić
Grigorije Verkić
Bogdan Ceranić
Bisenija Glavičić
Marjan Tršić
Dragoslav Pirivatrić
Ivana Galamić
Filipa Vasić
Miroslav Kotlajić
Krsta Jalovčić
Zlata Šaljić
Gradiša Bačlić
Simeuna Džopalić
Kosta Radotić
Slavoljub Baralić
Živka Vujetić
Bratislava Polugić
Pava Trucić
Đura Ristelić
Toma Ćeklić
Ljuba Pisarić
Aksentije Buzaretić
Mirosava Čaloveić
Desanka Jerkić
Miomir Gajtanić
Jagoda Garčić
Igor Kurandić
Vitomir Rakić
Julijan Ciklušić
Života Ilijić
Ugren Stepandić
Jelica Egić
Rafailo Gošnjić
Rodoljub Materić
Prerad Ristelić
Vladislav Kmezić
Prodana Kulić
Vukota Tuvić
Ranđa Glavonić
Negomir Plećić
Slavna Sinđić
Budislav Gluvić
Živomir Bojčić
Negoslav Biberčić
Nikola Jošić
Teohar Šestić
Milorad Selić
Slobodanka Krnjeušić
Ratislav Ivelić
Zvezdana Piljagić
Miladinka Brusić
Miroslav Gačić
Vesna Blendić
Mitar Dorontić
Stojna Kunjadić
Ćetko Kuvizić
Peran Tubonjić
Ljuba Ikonić
Laza Družetić
Ljuba Caričić
Ljubinko Trnčić
Gruja Gerić
Simka Guskić
Njegosav Dudikić
Andrija Galetić
Nenad Spilkucić
Cviko Tošanić
Radojlo Padić
Ozren Motičić
Vujadin Glavčić
Ljubiša Batić
Stanimir Mileusnić
Živana Kršić
Ninoslava Ignjatić
Eleonora Skendžić
Vukadinka Čemerikić
Ruža Jeličić
Krsta Vucelić
Cvijetin Krekić
Javorka Zuvić
Jelka Plavić
Blaginja Stakušić
Dobrosav Jelačić
Ratislav Boranić
Kosara Tojagić
Strahinja Aljančić
Fema Kilić
Ćetko Bekčić
Joksim Marotić
Blagomir Lužajić
Cane Saveljić
Njegoje Ljevnaić
Zorka Đunisić
Đukan Bilibajkić
Radivoje Stiklić
Isailo Bukušić
Stanimir Lunić
Slavka Lambić
Maksim Kljutić
Ruzmirka Bekčić
Cvijo Štakić
Negoslav Tonić
Dušica Mališić
Dobrašin Gulić
Milun Ljubibratić
Pavlija Berilažić
Cane Todorčić
Rumenka Misojčić
Lepomir Karalić
Fema Njegrić
Njegosav Timilić
Jordan Janojkić
Ljiljana Kumrić
Melenija Pejić
Evica Čvokić
Toda Ćatić
Gavrilo Poparić
Jordan Gledić
Puriša Gagić
Ilija Pruginić
Hariton Vukotić
Petrija Karkalić
Vuk Kalinić
Anka Vojčić
Isidora Bratonožić
Novka Zrnić
Stokan Regodić
Stojadinka Tmušić
Borisav Škulić
Daliborka Pobulić
Mirjana Žikelić
Doris Čajić
Radule Drmončić
Božidar Vučinić
Mileta Novičić
Jelenko Pikulić
Šana Nježić
Matija Pendić
Radojka Lakić
Anđelka Ribarić
Tugomir Poleksić
Radan Ijačić
Melenija Kursulić
Velinka Ćipranić
Mijalko Gudurić
Ignjatije Nikosavić
Gruja Joldić
Selimir Nježić
Goca Kovinčić
Stoja Bastajić
Željka Bosiorčić
Zlatomir Bajčić
Ljubomirka Gavrajić
Živoslava Priočić
Đulijana Tripić
Milja Ajtić
Prokopije Stoparić
Todora Verbić
Lazar Staletić
Paun Kruškonjić
Aca Stambolić
Bogomir Marotić
Lazar Grabić
Teohar Kulišić
Đurađ Bavrlić
Radinka Blešić
Dositej Grgulić
Miroslav Vrugić
Sava Radičić
Vojimir Kačaniklić
Đurđevka Riznić
Đuro Bebić
Vojislav Glintić
Šana Džadžić
Prokopije Šindić
Stanojla Jovančić
Negomir Zapukić
Tihomir Pejčić
Nemanja Maljugić
Gabrijela Mašić
Jugoslav Velojić
Slavenko Đuketić
Dragiša Surlić
Đurđa Štatkić
Svetozar Furnjigić
Jevrem Šundić
Dragoslava Ličanić
Vujadin Sendrić
Fema Adžić
Nebojša Kovijanić
Sojka Trnić
Suzana Dornić
Stokan Vukolić
Lale Garabandić
Dobrilo Balšić
Tihomir Kulezić
Stojka Pleskonjić
Grujica Rakonić
Lena Midušić
Radul Čmerić
Dobrašin Ljevnaić
Borka Sinkić
Dušica Porčić
Lara Tontić
Stanojka Milješić
Mladen Goranić
Nićifor Medančić
Aleksandar Mirkić
David Mračić
Helena Bjelotomić
Krstan Kusturić
Kasija Meržikić
Vojimir Delčić
Ljupče Bravačić
Caka Veličić
Hariton Sebić
Obradin Krivokapić
Stole Ristić
Nićifor Derikonjić
Šale Stakušić
Jakša Elčić
Dobrinka Trifić
Kristina Kumrijić
Radomir Škrbić
Pavle Šolić
Zlatibor Lopandić
Verica Đumić
Bogosav Stojanić
Najdan Žugić
Rodoljub Pravdić
Elizabeta Delić
Jovica Modić
Velimir Milikšić
Prohor Buharić
Radenka Grivić
Željko Suvajdžić
Stanica Štatkić
Radmilo Tončić
Jagoda Krpić
Miroslava Grubešić
Lepoje Selinkić
Bratoljub Lakušić
Veselin Alorić
Gradiša Kovačić
Tadija Dražić
Obrad Cundrić
Srbislava Marljukić
Bogosav Duronjić
Stanoje Jablančić
Hranislava Bojičić
Gruja Vardalić
Miloje Stanovčić
Marija Farkić
Žarko Žmirić
Vukadinka Burlić
Živko Kusonić
Vitomir Egarić
Teodor Florikić
Poleksija Pelagić
Milinko Krnić
Borivoje Carić
Jordan Mitić
Prerad Džunić
Ana Stoparić
Janovka Brešić
Kadivka Vukić
Čeda Pletikosić
Jelisaveta Panić
Slobodan Riboškić
Paun Skendžić
Sofija Puhalić
Suncica Besedić
Golub Dedić
Zlatko Čemerikić
Radoslava Sapardić
Čedomir Zornić
Miloje Gužvić
Dunja Budišić
Dalibor Greblić
Živoslavka Gušić
Branko Vrzić
Želimir Braletić
Zlatica Milkić
Srbislava Najdić
Miladin Karić
Živodarka Krivokapić
Lela Čajić
Živojin Vukojčić
Živkica Egarić
Stojiljko Mihaljčić
Đurđevka Pešukić
Živoslavka Krainčanić
Dobrosav Dubljanić
Simeon Birdić
Sima Blažić
Radenko Bulajić
Stokan Zavišić
Gavrilo Simić
Sibin Zagorčić
Bosiljka Trivunić
Marija Šljivić
Maksim Dedeić
Zoran Blendić
Olga Stojić
Velimir Đuračić
Srbijanka Narandžić
Tomislav Gašić
Uroš Jerotić
Srboljub Mitrovčić
Ćana Pjanić
Zora Šurdić
Života Švabić
Živomir Mirjanić
Đurđina Porobić
Biserka Cavnić
Soja Šarić
Ljubo Uverić
Đurica Tucić
Srbijanka Modić
Timotije Ljevnajić
Prodan Jonikić
Glorija Pajić
Stojko Babecić
Vlajko Mihaldžić
Margareta Denić
Dragutin Baltić
Mladomir Pajdić
Radenko Vorkapić
Radojlo Ristelić
Ristivoj Banzić
Liza Jelačić
Vukadin Spasić
Radoljub Ćurlić
Mirosava Ekmedžić
Grozdana Dimčić
Milja Vranić
Cajka Manić
Anđa Krstičić
Roksanda Aladić
Srba Gvozdenić
Kirilo Gerzić
Ružica Kvakić
Persa Miloradić
Sajka Mikarić
Prokopije Bosiorčić
Damjanka Nikić
Milinko Vladejić
Desimir Ilijić
Daliborka Šakić
Stanoje Jovadžić
Stojmen Sazdanić
Stanika Varezić
Desimir Kapičić
Stanimir Borongić
Slavenko Krtinić
Prodana Gilić
Smilja Trifunjagić
Vuksana Jovonić
Todor Vujčetić
Dragutin Bondžulić
Gradiša Radetić
Srboljub Drenić
Radojka Lazarić
Marinko Roglić
Časlavka Raljić
Goca Svojić
Agnija Pajtić
Jordanka Veletić
Nebojša Ugrinić
Novka Očinić
Ćanka Rankić
Marija Dinić
Grujica Riđošić
Paun Kusturić
Budislav Malešić
Ivona Gašić
Jelenko Dragoljić
Kostadinka Vasić
Ljupka Balačikić
Zlatko Sretić
Ljubiša Čelić
Stojka Klipić
Mira Tumarić
Vladeta Ćalić
Ljubiša Zolotić
Krsta Negić
Slobodanka Irić
Kleopatra Sretić
Hristivoj Petrikić
Isak Toljagić
Ozarija Solujić
Milanko Koraksić
Stracimir Kitonjić
Ranka Brodalić
Jelisije Đuzić
Negomir Jocić
Vladeta Cvekić
Mirjana Maličić
Marijan Seratlić
Jezdimir Jelić
Njegomir Talpešić
Prvoslav Đeorđić
Milojka Sinđelić
Zorica Proročić
Negosava Tankosić
Radomir Mokrić
Toplica Egarić
Kleopatra Grivić
Julija Blešić
Simona Petronić
Zvezdana Filić
Jovanka Florikić
Milovan Despenić
Bojan Krasić
Grujica Nikolić
Rajica Lisičić
Budislav Pušeljić
Grozdana Erčić
Veliborka Ljujić
Pauna Perutić
Igor Odavić
Cvetomir Rapaić
Želimir Đuragić
Jevrem Štatkić
Cvetanka Mratić
Jevdokija Mesulić
Lidija Skulić
Kasija Evđenić
Vladimir Dobričić
Oliver Džadžić
Svetislavka Glidžić
Veronika Ušendić
Želimir Šamatić
Sava Disić
Jelka Strinić
Ekatarina Vukšić
Sotir Aladžić
Rafailo Sekulić
Šiško Trokicić
Slavenko Gromilić
Stojna Jergić
Isak Trošić
Radoslava Dinić
Lena Lubinić
Jovana Karolić
Vojislava Đuzić
Teofan Jutrić
Tanja Čotrić
Persida Smiljić
Kostadinka Stojšić
Katarina Lotić
Petko Đuzić
Avram Caričić
Zlatibor Bijelić
Jagoš Simonić
Veroslava Krmpotić
Vukica Ranisavić
Filip Kašerić
Negoslav Pitulić
Srbislava Zipančić
Jasminka Ćurlić
Leonora Belodedić
Spomenko Mihaljčić
Stole Bakalić
Hristivoje Braletić
Ekatarina Cakeljić
Radule Bibić
Stojka Odavić
Mirjana Nikezić
Jakov Komnenić
Krunoslava Zambelić
Teodor Ravić
Mateja Ćirić
Srba Malenić
Mirosava Karić
Sibin Kujavić
Tanja Hadžić
Đulijana Conić
Gordana Pušeljić
Ivan Čkojić
Đura Ljubibratić
Zorana Pirić
Srećko Nišavić
Živoslava Duškić
Ratiborka Fuštić
Vukadin Pruginić
Takosava Drmončić
Dragiša Milešić
Ostoja Podrić
Soka Šaljić
Hristivoje Putić
Pava Plintić
Stanika Doklestić
Gordana Obrenić
Živodarka Duronjić
Vukosava Stević
Milenija Cakić
Jordan Soldatić
Živanko Jeličić
Tomanija Bocić
Valerija Nikolešić
Milka Durkulić
Teodora Kraljačić
Mitra Džombić
Čedomir Koplić
Ćirilo Ajdarić
Lilijana Burtić
Boško Popić
Radmilo Bjelovitić
Sima Paraušić
Jefimija Jovanikić
Lale Jogrić
Prodan Palić
Ozarija Šunderić
Bratislav Alagić
Žaklina Stankić
Ratibor Purić
Leonida Stajić
Dejan Olujić
Srbislav Dumnić
Gavra Kureljušić
Njegovan Kordić
Sara Krstonošić
Najdan Trijić
Božidarka Mrkonjić
Vukan Jokišić
Novka Travorić
Vukajlo Bojičić
Smiljana Ignjatić
Petruška Gagričić
Žaklina Šalajić
Teodor Grozdić
Andrija Dučić
Jordanka Morokvašić
Novko Zubić
Aco Konculić
Aleksandar Birdić
Cvijan Gagić
Podgorka Ojkić
Persida Vojčić
Strajin Burdžić
Staniša Čupeljić
Milenija Rogulić
Rajko Grubačić
Melentije Jankucić
Varvara Hadžić
Isailo Radančić
Obradinka Malešić
Dragoljub Dragić
Vesna Varjačić
Dragoje Papulić
Stojko Rudić
Đurđa Steljić
Stana Čolić
Evica Spasić
Spridon Kiridžić
Ivko Vaselić
Ivko Krasavčić
Nevena Boščić
Krsta Janić
Bosiljka Bešlić
Neško Nišavić
Adam Ćertić
Srpko Stefić
Sotir Jočić
Mila Begenišić
Vukosava Fundić
Jefimija Evđenić
Radivoje Radoičić
Anica Ilić
Vasilija Varničić
Melenija Zaharić
Ranka Bacetić
Mašinka Marunkić
Radojka Mladenić
Katarina Gačić
Ljubinka Radančić
Radojka Čelikić
Dražo Parlić
Rumenka Todorčić
Leontijr Bratonožić
Jagoš Ubavić
Zorica Uvalić
Vekoslav Mladžić
Milja Skendžić
Slavna Mikulić
Stanka Mrakić
Nemanja Bjelinić
Soja Vukolić
Rumenka Kojčić
Borivoje Lopičić
Kristina Đerić
Vojimir Šargić
Fema Božanić
Stojka Stupić
Hranislav Divić
Šiško Abdulić
Živadin Drmonjić
Nenad Partonjić
Srđan Zlatić
Aca Strejkić
Kosta Pljakić
Hariton Civišić
Nebojša Belčić
Đukan Kovjanić
Radoljub Grujić
Novak Jestrotić
Kristina Baveljić
Vukajlo Kursulić
Vukosava Veselić
Sibin Dvokić
Janovka Račić
Zlatibor Jelačić
Blaženka Joldžić
Stanimir Mišnić
Živoratka Biljurić
Dunja Tunić
Ozrenka Nebrigić
Šako Colić
Bisenija Stavrić
Andrijana Vujičić
Sojka Vukelić
Miomir Lugonjić
Tijana Kravić
Daliborka Gazdić
Božana Krnić
Tomislav Vranić
Ljubomir Bekčić
Hristivoje Berić
Tešman Hadžić
Ranko Lemić
Trajan Grubješić
Timotije Škrbić
Stojka Sinđelić
Stojko Drulić
Dobrinka Šamatić
Mladen Miškić
Roksanda Jovišić
Radosav Bojić
Marijan Ilikić
Zdravko Jelušić
Ljubo Bandić
Irena Ozimić
Kostadinka Pribić
Bosiljka Bečić
Slaven Minić
Stamenka Tujkić
Cajka Bokanić
Ratislav Obrić
Slavko Dešić
Stanojka Gagić
Vuk Rakulić
Cvetko Gerzić
Momcilo Stanojčić
Budislav Verbunkić
Tomka Matušić
Vojin Brščić
Mihailo Turnić
Petra Ilkić
Kasija Dangić
Srđan Mrkić
Velimir Jutrić
Ozren Ačić
Gligorije Kečkić
Tomka Bosankić
Stamenko Čalenić
Nada Veletić
Glorija Žorić
Jovana Rapajić
Dejan Joksić
Lenka Ljubičić
Miloje Kotlajić
Timotije Riboškić
Bratislav Kiselčić
Dubravka Teslić
Cvetanka Gajičić
Nevena Dvornić
Dobrašin Stupić
Čubrilo Krivačić
Elizabeta Savčić
Lenka Dugajlić
Atanasije Mrkšić
Radonja Mišulić
Jakov Đulčić
Poljka Jovalekić
Vujadinka Jeftić
Ljilja Okolić
Stojadin Peulić
Ruža Brndušić
Arsenije Dojkić
Krsmanija Tutorić
Krsmanija Jelašić
Lepoje Graić
Budimir Despenić
Ivona Urić
Ratomir Vukosavić
Margareta Krainčanić
Biserka Knjeginjić
Gorica Vasić
Tanja Tejić
Radmila Kojić
Radenko Boščić
Tiosav Jovanikić
Ćanka Nićetić
Tina Hadži Jovančić
Cvetko Pušić
Saveta Krnjeušić
Jefimija Bizumić
Čedomirka Kusonjić
Nevena Jankucić
Anica Amidžić
Vojislava Desančić
Kojadin Žutić
Ćanka Jerosimić
Petruška Gorčić
Predrag Šuleić
Kojadin Gancolić
Branislava Laličić
Zorka Todorić
Miomir Vaščić
Gradiša Nemanjić
Jagoš Šindić
Takosava Korasić
Desanka Granolić
Dušica Ljubičić
Adam Bogetić
Tugomir Krnetić
Srba Grubnić
Tomislav Necić
Dobrila Simeunić
Kadivka Ivantić
Aksentije Gramić
Vukosava Drčelić
Jevrosima Valčić
Jefimija Osmajlić
Danilo Dačić
Poljka Vinčić
Vuksana Topličić
Obradin Trujić
Ratimir Bjekić
Milutin Hinić
Danojlo Radonić
Vasilija Karamučić
Lena Điknić
Mitra Stanisavić
Anastasija Voštić
Vojimir Miklejić
Dražo Nakomčić
Stojadin Vrndić
Dobrinka Teslić
Teohar Čičulić
Bisenija Đikić
Vasilija Krkeljić
Srećko Bocić
Stojna Drčelić
Tijana Mikičić
Zlata Kezić
Jugoslav Seničić
Sin|elija Jenić
Ranko Backić
Matija Fejzić
Grujica Bulić
Ranka Nišić
Zlatica Jovonić
Šale Debelnogić
Vasilije Piskulić
Damjan Ugrešić
Tanasko Krotić
Teofan Brujić
Marko Draganić
Živojin Vlajnić
Adam Zbiljić
Stanislav Đelić
Petronije Budurić
Vukajlo Maksić
Smilja Gulić
Jelika Bjeličić
Eva Selić
Andrijana Džonić
Stanka Smiljkić
Milica Čajić
Prokopije Jutrić
Eleonora Brešić
Radonja Pišteljić
Pantelija Dondić
Tiosav Miholčić
Veliborka Bosankić
Krstan Niketić
Janko Šarić
Peladija Sokić
Slobodan Kosorić
Velimir Bujić
Filotej Gradecić
Dobrinka Garotić
Stanoje Bidžić
Đurđija Grcinić
Kadivka Popadić
Adam Marljukić
Srđan Zlatić
Radomirka Rošogić
Srećko Nežić
Stevka Stanikić
Aco Jočić
Igor Bulakić
Puriša Malavrazić
Kruna Dašić
Radivoj Pražić
Živanka Trlaić
Julijana Džonić
Zaviša Ravić
Srđan Zuvić
Emil Bendić
Radinka Tošanić
Kristivoje Tufegdžić
Filiman Micić
Divna Krdžalić
Prvoslavka Kužić
Jagoš Skevelić
Tatjana Varcagić
Radomir Varničić
Miloš Božikić
Roksanda Subošić
Stojanka Palić
Dimitrije Zakić
Đurđija Đurbabić
Vojimir Risančić
Vukota Garotić
Anđelija Gujaničić
Darinka Šipčić
Jefimija Jovešić
Vlastimir Aličić
Jakša Čajić
Krsta Alagić
Jadranka Cvrkotić
Đurđevka Bisić
Tešman Barajić
Perka Bakalić
Biljana Jeftić
Jela Jovišić
Ćira Stokanić
Ratislav Šantrić
Milentije Elčić
Branimir Vacić
Ćuba Arambašić
Damjan Varaklić
Metodije Radikić
Ljubinko Kulezić
Živomir Jonkić
Nedeljka Beksedić
Soja Miljić
Nedeljko Glavendekić
Ljubica Tomčić
Nenad Ličinić
Anka Kontić
Šale Lukajić
Strahinja Miljić
Leonida Grublješić
Ljubica Blažarić
Slobodan Nenić
Gaga Cavnić
Prerad Bibić
Ivko Rogošić
Verka Bakajlić
Melenija Parivodić
Lazar Prunić
Zorka Duronjić
Justin Andrić
Cvijo Kljaić
Đurica Đukić
Višnja Daničić
Veliborka Bušetić
Veselinka Satarić
Katica Vavić
Špiro Čonjagić
Prerad Tačić
Makrena Želalić
Gradimirka Subošić
Atanasije Malukić
Zvonka Mišnić
Negoslav Alavantić
Metodije Žutobradić
Đulijana Vakaricić
Milanko Bajčić
Marija Civišić
Stevan Gikić
Jakša Nikezić
Mitar Umetić
Žaklina Krančić
Hranislav Družetić
Snežana Mandušić
Ruzmirka Jaredić
Igor Jezdić
Živanka Šljukić
Zlatoslav Matušić
Jakov Valčić
